id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
38.csv_Day8_14h00m,12.956469,21.91277,29.04163,33.893616,34.8961,37.995445,39.041763,40.95264,41.905876
38.csv_Day8_14h30m,12.092776,19.669668,24.578314,29.014275,29.83259,32.459236,32.90837,34.290585,35.194565
38.csv_Day8_15h00m,8.470249,15.361107,18.52162,22.34113,23.425112,25.931866,25.83611,27.10654,27.862858
38.csv_Day8_15h30m,6.4481626,10.31212,13.226914,16.146221,16.1135,17.736269,18.16724,19.158613,19.844336
38.csv_Day8_16h00m,3.8110623,6.285578,7.0238853,9.415936,8.823576,10.133806,10.487533,10.975508,11.641594
38.csv_Day8_16h30m,0.8172344,1.620181,1.7972895,3.0654793,2.7765596,3.4723852,3.6711535,3.9910374,4.1592298
38.csv_Day8_17h00m,0.28677678,0.08367937,0.0,0.4765188,0.14184126,0.6419827,0.92490226,1.0471067,1.2539449
38.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.20716213,0.019101508,0.57949424,0.50382847
38.csv_Day8_18h00m,0.0,0.0,0.0,0.104984276,0.1118017,0.16071756,0.27432963,0.2705694,0.41864133
38.csv_Day8_18h30m,0.0,0.0,0.031557884,0.0,0.12114556,0.07639003,0.17137724,0.19578391,0.1953253
38.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.08908556,0.07895879,0.04482739,0.17171377
38.csv_Day8_19h30m,0.0,0.0,0.0,0.001411492,0.0,0.082628794,0.008834584,0.059184823,0.07935468
38.csv_Day8_20h00m,0.0,0.0,0.0,0.0040027965,0.0064658914,0.018708767,0.0224189,0.039820395,0.030112753
38.csv_Day8_20h30m,0.0,0.0,0.0,0.028046463,0.0,0.056283534,0.03041904,0.05425442,0.03564133
38.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.00016257726,0.031724922,0.043463226,0.025365496,0.09188533
38.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.08831749,0.022827752,0.028436199,0.03759185
38.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.03854024,0.041715976,0.059747055,0.008795602,0.06874621
38.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.018955713,0.034875106,0.034532808
38.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.050947733,0.0,0.016004598,0.051488966
38.csv_Day8_23h30m,0.0,0.0,0.0,0.021758284,0.0,0.022211108,0.038727418,0.053140655,0.061608948
39.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.087746695,0.050003108,0.12928623,0.055567138
39.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.03132692,0.0347521,0.08780034,0.0645263
39.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.008118816,0.0,0.035949286,0.067272656
39.csv_Day7_1h30m,0.0,0.0,0.0,0.060395576,0.021957578,0.082691744,0.04815463,0.0672895,0.021165522
39.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.07800031,0.07895376,0.08964983,0.098982655
39.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.030959062,0.057940833,0.12915005,0.040902596,0.05742469
39.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.004354149,0.0,0.10280035,0.04218087,0.09129672
39.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.08586083,0.07000464,0.0,0.0019478425,0.065253586
39.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.09559366,0.017688543,0.04151511,0.07912877
39.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.044779826,0.0,0.13814083,0.04150863,0.04178191
39.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05746717,0.13615182
39.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.14694235,0.0,0.40854838,0.24878317,0.5009288
39.csv_Day7_6h00m,0.0,0.25875562,0.19247398,1.4351336,1.7950156,1.547737,1.8600246,1.9780003,2.6847706
39.csv_Day7_6h30m,1.6169558,2.7464163,3.462686,5.8910227,5.9344196,6.96306,7.3086085,7.7400575,8.7538595
39.csv_Day7_7h00m,4.849251,7.617566,10.164455,14.090434,12.732314,14.2083025,15.829073,16.940046,18.124626
39.csv_Day7_7h30m,10.3302,16.563828,20.211514,25.264536,22.756887,23.773737,25.270164,27.11569,28.39083
39.csv_Day7_8h00m,15.71148,25.762936,29.631416,35.506058,33.256256,33.514328,34.84695,36.846405,38.412495
39.csv_Day7_8h30m,22.678137,34.51816,39.490788,46.140564,43.43505,42.921642,44.70832,46.214886,47.704952
39.csv_Day7_9h00m,28.856705,45.402588,49.50561,56.567493,53.234062,52.541725,54.07382,55.169163,56.279587
39.csv_Day7_9h30m,32.0821,50.00349,55.28954,62.765793,60.83174,59.53478,61.672947,62.364544,63.630474
39.csv_Day7_10h00m,36.81163,58.779213,63.063606,70.98303,67.72455,66.2853,67.92573,69.03446,70.31352
39.csv_Day7_10h30m,37.778362,64.60023,67.875694,75.48906,72.86854,71.65802,72.74859,74.30362,75.56642
39.csv_Day7_11h00m,37.834454,64.80817,70.76064,78.23077,75.09814,73.38379,76.0944,77.98207,79.46364
39.csv_Day7_11h30m,38.96649,67.408485,71.86229,79.15979,77.156364,76.042465,78.14464,80.26625,81.469765
39.csv_Day7_12h00m,37.781128,68.407745,72.707535,79.90528,77.230995,77.13192,79.14461,80.804924,82.313545
39.csv_Day7_12h30m,35.127846,63.49531,70.746994,77.60373,75.38439,76.32563,77.33681,79.484245,81.2363
39.csv_Day7_13h00m,28.976816,59.72375,66.63051,73.76705,73.16877,73.63978,75.16495,77.349045,78.87697
39.csv_Day7_13h30m,24.720886,56.264732,62.49978,69.35963,69.7395,70.11665,71.218124,73.45973,75.15216
39.csv_Day7_14h00m,20.008732,46.010456,56.878056,62.983887,63.63296,65.122955,67.10604,68.4056,70.42734
39.csv_Day7_14h30m,21.06253,44.341667,51.215305,56.271538,57.24413,58.662025,59.611286,61.626923,63.880413
39.csv_Day7_15h00m,15.76956,38.684917,44.537598,49.698044,49.239548,49.887096,51.564377,53.911053,56.01769
39.csv_Day7_15h30m,12.646859,31.300615,37.127827,41.429657,42.229683,42.896645,43.27443,45.029346,47.303802
39.csv_Day7_16h00m,8.383451,23.642874,29.449596,33.08817,33.622295,34.772,35.021088,36.50665,38.407806
39.csv_Day7_16h30m,3.1780715,14.801711,20.833895,23.902342,24.98498,25.978977,26.13521,26.7414,28.636137
39.csv_Day7_17h00m,2.0198324,8.604581,12.057737,14.646486,14.606435,16.029394,15.926267,16.149418,17.95713
39.csv_Day7_17h30m,0.7302151,2.7520385,4.8216457,6.446973,6.5830436,7.772388,7.036776,7.3225875,8.35089
39.csv_Day7_18h00m,0.0,0.0528061,0.2069809,1.5780104,1.6496389,1.9324474,1.6016474,1.8406035,2.4388905
39.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.15677169,0.0,0.1350272,0.247478,0.41177332
39.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.122340694,0.021995658,0.020156426,0.078679636,0.15214017
39.csv_Day7_19h30m,0.0,0.0,0.042001568,0.0041489173,0.0,0.07283926,0.07298018,0.04999058,0.03406612
39.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.04455939,0.07227905,0.04023688,0.08982828
39.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.026900522,0.03485039,0.07172317,0.06425372
39.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.033358768,0.0,0.065179974,0.10268046,0.06092142
39.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0060974862,0.09641189,0.07519551,0.040109348,0.079492606
39.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0040946603,0.0,0.13743444,0.08789846,0.100568
39.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0665544,0.053879444,0.058664814,0.05443079
39.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.17395447,0.1021483,0.12970789,0.074257754,0.09870138
39.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.09957512,0.015783424,0.06741976
39.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.00087599084,0.0,0.0,0.05084891,0.07528381
39.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.028587094,0.0,0.046497814,0.10719221,0.15559117
39.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.059014417,0.021537412,0.07308213
39.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.07947285,0.079563975,0.0712947,0.07261385,0.100699574
39.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.035705138,0.07075642,0.071065955
39.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.025229592,0.0429399,0.1722351,0.09987566,0.051832892
39.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.025928732,0.053291827,0.07905675
39.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.03409698,0.033972982,0.028194718,0.07840888
39.csv_Day8_4h00m,0.0,0.0,0.0,0.034958117,0.020190023,0.00043491274,0.10833795,0.034619793,0.055867597
39.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.04550253,0.0073749535,0.0959049,0.13794728,0.07960222
39.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.036548875,0.0,0.042862438,0.040904455,0.15374199
39.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.05364499,0.0,0.2579567,0.4133378,0.5013296
39.csv_Day8_6h00m,0.0,0.26823297,0.0,1.3372755,1.6043552,1.8026159,1.8529619,2.0350256,2.8008623
39.csv_Day8_6h30m,0.32941204,1.6338491,3.1355364,5.331371,5.7482157,7.2747397,7.426944,7.937723,8.690902
39.csv_Day8_7h00m,3.7133389,5.9152517,8.872558,12.767536,12.798722,14.7841835,15.612919,16.86194,18.036253
39.csv_Day8_7h30m,8.011139,13.550882,17.314224,22.500761,23.012646,24.00947,25.4775,27.04101,28.532072
39.csv_Day8_8h00m,12.173205,21.346386,26.247461,32.538876,33.758152,34.357624,35.098347,36.65194,38.28305
39.csv_Day8_8h30m,17.31096,29.095324,35.08266,41.362297,43.65047,43.779564,44.607906,45.861668,47.48769
39.csv_Day8_9h00m,21.292402,36.31236,43.469078,50.807922,52.416355,52.428177,53.729366,54.687984,56.16416
39.csv_Day8_9h30m,26.279413,40.45647,48.809067,56.946926,60.056305,59.669186,61.73055,62.067543,63.42749
39.csv_Day8_10h00m,33.34704,51.435253,58.98937,66.87356,67.71433,66.36469,67.88415,68.631325,70.14677
39.csv_Day8_10h30m,31.677309,54.484745,63.360096,70.86253,72.76848,71.38794,73.02891,74.01338,75.20249
39.csv_Day8_11h00m,31.270782,54.436478,64.86569,71.8923,74.35154,74.32765,76.36052,77.59334,79.0767
39.csv_Day8_11h30m,31.630322,54.21317,64.31075,71.69169,75.2244,76.63293,78.17956,79.75934,80.837204
39.csv_Day8_12h00m,29.34614,49.66332,64.78988,71.17772,75.187416,77.2707,78.74443,80.14629,81.85244
39.csv_Day8_12h30m,29.66066,51.539436,62.356,69.24277,73.16103,76.32336,76.98781,78.73482,80.944435
39.csv_Day8_13h00m,26.40571,45.67038,56.931732,63.199753,71.6515,73.76676,74.6934,76.76402,78.66196
39.csv_Day8_13h30m,21.36022,42.238773,53.44868,59.988407,67.53868,70.39044,71.14566,72.9282,75.09785
39.csv_Day8_14h00m,19.95142,35.809807,48.563873,53.677742,61.967567,65.16388,66.53263,67.82226,70.15191
39.csv_Day8_14h30m,17.740862,36.45734,44.199715,49.50651,55.39056,58.41834,59.751194,61.134136,63.374844
39.csv_Day8_15h00m,12.127406,28.848364,34.929787,39.50283,46.95183,50.80618,51.333088,53.21052,55.714184
39.csv_Day8_15h30m,11.998484,24.928526,31.477627,35.577633,40.669704,42.676083,43.08094,44.781937,47.318012
39.csv_Day8_16h00m,6.4924603,17.133646,23.089533,27.001663,32.31335,34.104267,34.489334,35.921722,38.514763
39.csv_Day8_16h30m,3.9816482,13.677646,18.669094,21.869484,24.996483,25.75111,25.430346,26.846832,28.779848
39.csv_Day8_17h00m,2.029867,6.9957957,10.480916,12.99259,14.621248,15.88542,16.15906,16.256508,17.85971
39.csv_Day8_17h30m,0.4589996,2.2315428,4.201397,5.656171,6.296252,7.5364943,6.8521967,7.4511094,8.20235
39.csv_Day8_18h00m,0.0,0.24158962,0.09462507,1.436892,1.4933354,1.9021235,1.6732308,1.7750446,2.5838234
39.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.07331742,0.0,0.14965805,0.2680772,0.476977
39.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.06481511,0.05481406,0.19037545
39.csv_Day8_19h30m,0.0,0.0,0.0,0.054315858,0.03698978,0.053041644,0.026078766,0.093004525,0.10232243
39.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.042927854,0.048301756,0.036370985,0.038088933,0.036879644
39.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.10563952,0.06241997,0.068097085,0.046563577
39.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.04672171,0.063366055,0.04657543,0.033481598,0.118403725
39.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.007877462,0.10155808,0.03521824,0.02056051,0.051579695
39.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.126136,0.08403507,0.09467547,0.011855977,0.079225436
39.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.017089035,0.0,0.009723054,0.057341535,0.061552115
39.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.10935881,0.004751377,0.016217662,0.071952865
39.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0012315698,0.039216004,0.06455359,0.0664878
40.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.103618056,0.09076415,0.17140782,0.1073253
40.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.05091226,0.07900186,0.1414972,0.09736029
40.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.00808355,0.009441242,0.0,0.10184553,0.07788714
40.csv_Day7_1h30m,0.0,0.0,0.0,0.0218296,0.008969678,0.1267319,0.03851253,0.09527098,0.027005328
40.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.07590954,0.08613548,0.09017299,0.16085038
40.csv_Day7_2h30m,0.0,0.0,0.07768618,0.0,0.013142027,0.017640762,0.2145298,0.01957411,0.07494719
40.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.008859031,0.16048709,0.06201273,0.14271355
40.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.1212026,0.0643529,0.0,0.027257673,0.12896077
40.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.089834735,0.07683998,0.10198575,0.12994693
40.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.042192418,0.0,0.17177953,0.083694294,0.048335336
40.csv_Day7_5h00m,0.3875764,0.3863103,0.5043014,0.56149566,1.8521888,2.6713617,2.7742126,3.3562338,3.6858754
40.csv_Day7_5h30m,2.0159142,6.7046733,6.3995934,7.393646,9.178196,9.868128,10.631637,11.086211,12.060808
40.csv_Day7_6h00m,12.400497,17.069237,15.772332,16.38031,18.80289,19.235954,20.07465,21.35322,22.942926
40.csv_Day7_6h30m,21.15421,26.840132,25.815996,26.700226,28.85314,30.028141,29.768822,31.438318,32.882713
40.csv_Day7_7h00m,30.216618,35.824924,35.27326,37.068233,38.57213,39.501873,39.796093,41.122322,42.57022
40.csv_Day7_7h30m,39.204636,44.011944,44.94327,47.837563,48.36446,49.21864,49.531635,50.524883,51.956745
40.csv_Day7_8h00m,45.3418,52.860092,54.555363,59.04621,59.19368,58.956577,58.74457,60.0481,61.533974
40.csv_Day7_8h30m,56.22025,61.646564,63.431904,69.3357,68.3152,67.311455,68.078964,69.23222,70.29647
40.csv_Day7_9h00m,60.38384,68.3698,70.43457,77.67945,76.69435,75.86904,76.04149,77.67778,78.54163
40.csv_Day7_9h30m,65.92672,73.840836,76.47752,84.87886,84.852516,82.945984,83.42429,85.314926,86.010666
40.csv_Day7_10h00m,60.88519,76.645905,78.74168,88.46189,89.07073,87.44897,88.67968,91.35746,91.95152
40.csv_Day7_10h30m,59.22685,74.58783,76.02125,86.86018,91.888374,91.73008,93.35252,95.85478,96.12351
40.csv_Day7_11h00m,49.485264,70.28733,78.223915,89.99742,95.70551,94.83378,96.9496,100.001526,100.07972
40.csv_Day7_11h30m,51.07293,72.29267,77.51488,88.78508,96.591545,96.99861,98.712296,102.44182,101.981476
40.csv_Day7_12h00m,38.877575,63.41819,71.40758,83.69091,94.15448,96.41899,99.31198,102.473785,101.9632
40.csv_Day7_12h30m,33.133404,60.47756,70.4216,81.74447,91.69152,95.83893,97.959076,101.95246,101.8948
40.csv_Day7_13h00m,30.03242,57.833908,66.83182,78.28491,90.76942,93.16416,95.197784,99.7755,99.54877
40.csv_Day7_13h30m,16.727036,52.18328,59.29294,69.85728,84.29028,86.77986,89.78331,94.342804,94.452835
40.csv_Day7_14h00m,27.701445,46.063354,57.636635,67.57413,77.49802,81.07691,85.82103,88.4596,89.5757
40.csv_Day7_14h30m,22.81046,39.973724,49.629635,57.863335,72.116264,76.11438,79.19291,83.18007,84.42276
40.csv_Day7_15h00m,20.971004,36.989773,44.80318,52.2461,64.29749,67.3542,72.66757,76.7567,77.66447
40.csv_Day7_15h30m,10.406996,24.152859,33.259148,39.597786,54.77126,58.309483,64.85895,67.817474,69.08618
40.csv_Day7_16h00m,7.459095,17.612997,27.03977,31.648645,45.560158,49.34153,56.10085,58.620724,60.26165
40.csv_Day7_16h30m,2.9517474,12.40116,22.472342,25.394718,36.793247,40.32885,46.617046,48.426758,50.66031
40.csv_Day7_17h00m,3.3203135,7.50854,13.515116,15.756901,24.529636,28.551294,35.910442,37.74808,40.514153
40.csv_Day7_17h30m,1.86278,5.8822937,9.801786,10.965384,17.765905,20.905056,26.47249,29.164873,31.080547
40.csv_Day7_18h00m,0.8427379,4.1895366,6.440691,7.643359,12.417399,14.484092,18.2736,20.11327,21.530981
40.csv_Day7_18h30m,1.2306384,1.358393,2.5728204,2.5649903,5.733889,6.8873634,9.241121,10.71036,11.724762
40.csv_Day7_19h00m,0.3677293,0.19146855,0.53912926,0.531202,1.4738629,2.0259264,2.4679778,3.4176815,4.16169
40.csv_Day7_19h30m,0.0,0.0,0.0,0.062182426,0.0,0.047040906,0.08810699,0.07311163,0.056055546
40.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.030159682,0.11355653,0.024163771,0.12570566
40.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.02211427,0.09241473,0.07327966,0.064279854
40.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.056859154,0.1718312,0.071100235,0.08674711
40.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.054272808,0.043532602,0.12333492,0.11640948,0.09524255
40.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0052413642,0.0,0.16130613,0.16072199,0.13192075
40.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.07578957,0.044237424,0.07371849,0.069487356
40.csv_Day7_23h00m,0.0,0.0,0.049190253,0.0,0.25715312,0.14679366,0.08937679,0.08566819,0.12428106
40.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.09762162,0.0,0.15278369,0.0,0.10969088
40.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07161511,0.10605648
40.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.1196528,0.172273,0.20004348
40.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.12581173,0.06279051,0.10279634
40.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.16297159,0.12590857,0.0965022,0.07962337,0.14459273
40.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.08275749,0.084420964,0.12191757
40.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.09812158,0.25002503,0.14469221,0.09281896
40.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.03940237,0.08741768,0.11217327
40.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.06553558,0.07845977,0.045604892,0.10250163
40.csv_Day8_4h00m,0.0,0.0,0.0,0.07950175,0.06978151,0.03818894,0.1306515,0.084344596,0.11526687
40.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0015608016,0.0,0.11653456,0.21526663,0.1239176
40.csv_Day8_5h00m,0.19978887,0.5788048,0.62715787,0.8772447,1.8919215,2.5552108,2.8065794,3.2946565,3.776674
40.csv_Day8_5h30m,1.909759,6.161939,5.8508596,6.555376,8.592984,9.343444,10.2811165,11.332271,12.190469
40.csv_Day8_6h00m,9.320385,16.094698,14.885566,15.774818,17.933231,19.00566,19.415121,21.049505,22.801373
40.csv_Day8_6h30m,16.109655,24.804005,24.78842,25.766907,27.493198,29.518139,28.801546,31.298702,32.74004
40.csv_Day8_7h00m,23.488937,33.232075,33.77389,35.856613,36.677414,38.791176,38.152225,40.26562,41.97729
40.csv_Day8_7h30m,34.86231,42.79201,43.341557,46.638813,47.57965,48.18124,48.4802,49.778618,51.80665
40.csv_Day8_8h00m,37.94171,49.767742,52.52101,57.749973,57.11061,57.44867,57.65218,59.194542,60.81006
40.csv_Day8_8h30m,46.15387,59.048004,60.069187,65.963356,65.97657,66.06403,66.41715,68.435196,69.71477
40.csv_Day8_9h00m,48.748314,66.435356,68.65318,76.65367,74.022514,73.74355,74.185104,76.66186,77.8562
40.csv_Day8_9h30m,54.809834,71.71528,74.16278,83.91662,81.53598,80.417145,81.94425,83.96566,84.82955
40.csv_Day8_10h00m,49.622288,70.23326,75.88729,86.435875,87.06992,85.168304,86.747856,89.940834,90.992676
40.csv_Day8_10h30m,44.73244,63.9267,71.938896,83.24179,89.30319,88.34777,91.48749,95.12172,95.41807
40.csv_Day8_11h00m,40.015106,60.012672,71.71896,83.87781,90.93724,91.21283,94.24546,98.20084,98.663536
40.csv_Day8_11h30m,36.68982,61.170605,71.29947,83.77711,90.6146,93.02744,95.53384,100.60436,100.592094
40.csv_Day8_12h00m,27.255259,49.80963,67.61248,79.8633,89.070404,92.53755,95.7845,100.15641,101.104
40.csv_Day8_12h30m,33.781197,52.906517,64.5034,76.62682,87.93779,93.59533,95.86122,100.44208,101.411674
40.csv_Day8_13h00m,24.463373,44.931335,56.86691,68.12464,84.827354,89.09353,93.2864,97.742584,98.73697
40.csv_Day8_13h30m,13.806285,42.758297,53.240574,64.14448,79.406746,84.75531,88.684265,93.000175,94.182846
40.csv_Day8_14h00m,21.665731,37.709473,50.215214,59.555992,72.71869,77.78241,83.65585,87.43164,88.94346
40.csv_Day8_14h30m,13.0432415,34.33168,43.96853,52.899593,68.03679,72.93711,78.19492,81.98478,83.0786
40.csv_Day8_15h00m,11.482777,28.637766,35.191048,42.535404,56.57044,63.782955,70.72724,74.71591,76.5725
40.csv_Day8_15h30m,9.1559,20.86604,29.037685,35.098045,50.82227,55.86405,64.03768,67.13573,68.77543
40.csv_Day8_16h00m,2.1290247,11.729979,21.089071,26.028088,40.490616,45.056286,54.06954,57.303917,59.925846
40.csv_Day8_16h30m,2.1513634,10.334584,19.304426,22.650175,34.861935,38.367424,45.24952,47.96881,50.287678
40.csv_Day8_17h00m,2.774893,5.4456987,11.431751,13.604354,22.739271,26.64346,34.926098,37.18657,39.711388
40.csv_Day8_17h30m,1.7856169,3.9710505,7.891964,8.851262,15.935234,19.211954,25.23428,28.817785,30.44637
40.csv_Day8_18h00m,1.1141698,4.02932,5.6860576,6.982012,11.738936,13.842047,17.68852,19.838669,21.63923
40.csv_Day8_18h30m,0.9391059,1.3383399,2.4368055,2.6638196,5.856225,6.5953074,9.018604,10.690855,11.936862
40.csv_Day8_19h00m,0.020981625,0.19570503,0.5243708,0.4133035,1.0772698,1.9124491,2.4728007,3.4757416,4.202469
40.csv_Day8_19h30m,0.0,0.0,0.0,0.0014755968,0.051202014,0.065470286,0.045100063,0.16951959,0.15900236
40.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.047517233,0.06058696,0.067142345,0.05091683,0.0827078
40.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.09134239,0.088259384,0.08289442,0.051495235
40.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.13274525,0.079082996,0.06190765,0.16277522
40.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.04767669,0.14061114,0.038017042,0.051315248,0.09662238
40.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.07823977,0.13323775,0.17227592,0.07650269,0.08011702
40.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.02969204,0.054731924,0.08434828
40.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.12239661,0.072410844,0.012599794,0.08865814
40.csv_Day8_23h30m,0.0,0.0,0.0013556015,0.0,0.0,0.0,0.026348464,0.102134764,0.09192987
41.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.104234725,0.089582756,0.16792938,0.09268199
41.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.045292944,0.07760309,0.1321009,0.08451042
41.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08915895,0.07060076
41.csv_Day7_1h30m,0.0,0.0,0.0,0.01468944,0.0,0.10398278,0.03212569,0.08782001,0.017220313
41.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.09766501,0.091989905,0.08342831,0.14995834
41.csv_Day7_2h30m,0.0,0.0,0.06381426,0.0,0.012318663,0.033847474,0.21755032,0.034382697,0.082928315
41.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.1480264,0.051275153,0.13044909
41.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.105286494,0.055400107,0.0,0.024235152,0.11958587
41.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.08994816,0.057279482,0.076512784,0.10755247
41.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.04094251,0.0,0.17517345,0.074712604,0.045759134
41.csv_Day7_5h00m,0.38054848,0.359223,0.49063876,0.5497621,1.7348907,2.2335236,2.2212508,2.3749545,2.4740894
41.csv_Day7_5h30m,1.937352,6.3302016,6.1260695,7.339711,8.535587,8.201101,8.812328,8.053428,8.330579
41.csv_Day7_6h00m,12.312269,16.46434,15.488634,16.361404,17.876963,16.927185,17.839977,17.772678,18.41488
41.csv_Day7_6h30m,21.338776,26.219606,25.77373,26.884558,27.975864,27.758694,28.195013,28.94678,29.597445
41.csv_Day7_7h00m,30.66149,35.485806,35.826385,37.650166,38.135048,37.853317,39.02254,39.707287,40.352116
41.csv_Day7_7h30m,40.171673,44.416492,46.33572,49.004982,48.487362,47.95802,49.18989,49.546482,50.12309
41.csv_Day7_8h00m,46.9994,54.188976,56.806828,60.802425,59.62867,57.708534,58.576275,59.1798,59.939697
41.csv_Day7_8h30m,58.7102,63.642155,66.37223,71.543205,69.04051,66.177826,68.12298,68.43264,68.92815
41.csv_Day7_9h00m,63.912483,71.97216,74.55661,80.64887,77.98616,74.91633,76.56788,77.10311,77.33591
41.csv_Day7_9h30m,69.725975,77.85361,81.165245,88.25024,86.31095,81.745346,83.90774,84.33904,84.49301
41.csv_Day7_10h00m,65.07876,81.31599,83.90408,92.10688,90.836494,86.70777,89.47335,90.98194,91.213776
41.csv_Day7_10h30m,63.83618,81.15745,82.93379,91.60356,94.855446,91.81017,94.95396,96.36467,96.45544
